,SQL File Name,mean,std
0,10.sql,1.2293749570846557,0.02341153199085054
1,11.sql,0.17354537248611446,0.02255762016398753
4,16.sql,0.24747697114944459,0.026685795679318638
5,18.sql,2.711052215099335,0.2976479572629809
6,19.sql,1.2229196071624755,0.2389514968020575
7,3.sql,2.1249961137771605,0.028853869626342253
8,5.sql,1.1168076395988464,0.022320811904464815
9,7.sql,1.215477979183197,0.053114838219292866
